http://purl.obolibrary.org/obo/OBI_0002465,age since culture seeding measurement datum,http://purl.obolibrary.org/obo/OBI_0001167,age measurement datum,age of culture,An age measurement datum that is the result of the measurement of the age of a cell since cultured (the process of seeding cells onto a culture dish).
http://purl.obolibrary.org/obo/IAO_8000006,subset ontology module,http://purl.obolibrary.org/obo/IAO_8000000,ontology module,subset ontology,An ontology module that is extracted from a main ontology module and includes only a subset of entities or axioms.
http://purl.obolibrary.org/obo/CHEBI_35341,steroid,http://purl.obolibrary.org/obo/CHEBI_23367,molecular entity,steroids,"Any of naturally occurring compounds and synthetic analogues, based on the cyclopenta[a]phenanthrene carbon skeleton, partially or completely hydrogenated; there are usually methyl groups at C-10 and C-13, and often an alkyl group at C-17. By extension, one or more bond scissions, ring expansions and/or ring contractions of the skeleton may have occurred. Natural steroids are derived biogenetically from squalene, so may be considered as triterpenoids."
http://purl.obolibrary.org/obo/CHEBI_23367,molecular entity,http://purl.obolibrary.org/obo/BFO_0000040,material entity,molecular entity,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity."
http://purl.obolibrary.org/obo/CHEBI_3215,bupivacaine,http://purl.obolibrary.org/obo/CHEBI_23367,molecular entity,Bupivacaine,A racemate composed of equimolar amounts of dextrobupivacaine and levobupivacaine. Used (in the form of its hydrochloride hydrate) as a local anaesthetic.
http://purl.obolibrary.org/obo/CHEBI_4717,droperidol,http://purl.obolibrary.org/obo/CHEBI_23367,molecular entity,"1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydropyridin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one","An organofluorine compound that is haloperidol in which the hydroxy group has been eliminated with the introduction of a double bond in the piperidine ring, and the 4-chlorophenyl group has been replaced by a benzimidazol-2-on-1-yl group. It is used in the management of chemotherapy-induced nausea and vomiting, and in conjunction with an opioid analgesic such as fentanyl to maintain the patient in a calm state of neuroleptanalgesia with indifference to surroundings but still able to cooperate with the surgeon."
http://purl.obolibrary.org/obo/CHEBI_6456,lidocaine,http://purl.obolibrary.org/obo/CHEBI_23367,molecular entity,"N-(2,6-dimethylphenyl)-N(2),N(2)-diethylglycinamide","The monocarboxylic acid amide resulting from the formal condensation of N,N-diethylglycine with 2,6-dimethylaniline."
http://purl.obolibrary.org/obo/CHEBI_61219,succinylcholine chloride (anhydrous),http://purl.obolibrary.org/obo/CHEBI_23367,molecular entity,"2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium) dichloride",A chloride salt in which the negative charge of the chloride ions is balanced by succinylcholine dications.
http://purl.obolibrary.org/obo/OBIB_0000063,internal body temperature measurement assay,http://purl.obolibrary.org/obo/OBI_0002140,temperature measurement assay,core body temperature,A temperature measurement assay to obtain the body temperature of an organism through placement of a thermometer in an internal cavity or organ.
http://purl.obolibrary.org/obo/OBIB_0000068,collection packet identifier,http://purl.obolibrary.org/obo/IAO_0020000,identifier,Kit ID,An identifier that refers to a collection packet used in a specimen collection process.
http://purl.obolibrary.org/obo/OBIB_0000070,standard operating procedure,http://purl.obolibrary.org/obo/OBI_0000272,protocol,SOP,A protocol that is a set of step-by-step instructions compiled by an organization for carrying out routine operations.
http://purl.obolibrary.org/obo/OBIB_0000073,case report form completion SOP,http://purl.obolibrary.org/obo/OBIB_0000070,standard operating procedure,CRF completion protocol,A standard operating procedure for properly and completely filling out a case report form.
http://purl.obolibrary.org/obo/OBIB_0000085,organization conducting specimen collection from organism,http://purl.obolibrary.org/obo/OBI_0000245,organization,tissue source site,An organization at which the process of collecting a specimen from an organism occurred.
http://purl.obolibrary.org/obo/OBIB_0000086,specimen collected with specific collection packet,http://purl.obolibrary.org/obo/OBI_0001479,specimen from organism,specimen collected with specific kit,A specimen from organism that is collected with a collection packet that is designed to collect specimens of a particular type for a particular purpose.
http://purl.obolibrary.org/obo/OBIB_0000094,cessation of brain activity death,http://purl.obolibrary.org/obo/UBERON_0035944,life-death temporal boundary,brain death,A life-death temporal boundary marked by the irreversible end of all brain activity (including involuntary activity necessary to sustain life).
http://purl.obolibrary.org/obo/OBIB_0000095,cessation of cardiac activity death,http://purl.obolibrary.org/obo/UBERON_0035944,life-death temporal boundary,cardiac death,A life-death temporal boundary marked by the natural cessation of cardiac activity.
http://purl.obolibrary.org/obo/OBIB_0000119,left hemicolectomy,http://purl.obolibrary.org/obo/OAE_0001159,colectomy,left colectomy,A colectomy that is the surgical removal of the left side of the large intestine.
http://purl.obolibrary.org/obo/OBIB_0000121,right hemicolectomy,http://purl.obolibrary.org/obo/OAE_0001159,colectomy,right colectomy,"A colectomy that involves removing the cecum, the ascending colon, the hepatic flexure (where the ascending colon joins the transverse colon), the first one-third of the transverse colon, and part of the terminal ileum, along with fat and lymph nodes."
http://purl.obolibrary.org/obo/OBIB_0000125,low anterior resection,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,LAR,A surgical procedure that is done to treat cancer of the rectum in which the part of the rectum containing the cancer is removed. The remaining part of the rectum is reconnected to the colon.
http://purl.obolibrary.org/obo/OBIB_0000132,vital sign blood pressure variance early in organ excision,http://purl.obolibrary.org/obo/IAO_0000027,data item,BP excursions from time of anesthesia induction to 15 minutes post,A data item on the duration of blood pressure variances of greater than 20 mmHg from a patient's pre-operative baseline from the time of anesthesia induction to 15 minutes post.
http://purl.obolibrary.org/obo/OBIB_0000133,vital sign blood pressure variance late in organ excision,http://purl.obolibrary.org/obo/IAO_0000027,data item,BP excursions from 15 minutes post anesthesia induction to organ excision,A data item on the duration of blood pressure variances of greater than 20 mmHg from a patient's pre-operative baseline from 15 minutes post anesthesia induction to the organ excision.
http://purl.obolibrary.org/obo/OBIB_0000142,specimen donor intraoperative blood loss volume measurement datum,http://purl.obolibrary.org/obo/IAO_0000109,measurement datum,intraoperative blood loss of specimen donor,A measurement datum of the volume of intraoperative blood loss from the specimen donor.
http://purl.obolibrary.org/obo/OBIB_0000143,specimen donor intraoperative blood loss prior to organ excision volume measurement datum,http://purl.obolibrary.org/obo/OBIB_0000142,specimen donor intraoperative blood loss volume measurement datum,intraoperative blood loss of specimen donor prior to organ excision,A specimen donor intraoperative blood loss volume measurement datum obtained prior to organ excision.
http://purl.obolibrary.org/obo/OBIB_0000144,specimen donor intraoperative blood loss at end of surgery volume measurement datum,http://purl.obolibrary.org/obo/OBIB_0000142,specimen donor intraoperative blood loss volume measurement datum,intraoperative blood loss of specimen donor at end of surgery,A specimen donor intraoperative blood loss volume measurement datum obtained at the end of surgery.
http://purl.obolibrary.org/obo/OBIB_0000145,specimen donor intraoperative urine excreted volume measurement datum,http://purl.obolibrary.org/obo/IAO_0000109,measurement datum,intraoperative urine volume excreted,A measurement datum of the volume of intraoperative urine excreted obtained from the specimen donor during surgery.
http://purl.obolibrary.org/obo/OBIB_0000146,specimen donor intraoperative urine excreted prior to organ excision volume measurement datum,http://purl.obolibrary.org/obo/OBIB_0000145,specimen donor intraoperative urine excreted volume measurement datum,intraoperative urine volume excreted of specimen donor prior to organ excision,A specimen donor intraoperative urine excreted volume measurement datum obtained during prior to organ excision.
http://purl.obolibrary.org/obo/OBIB_0000147,specimen donor intraoperative urine excreted at end of surgery volume measurement datum,http://purl.obolibrary.org/obo/OBIB_0000145,specimen donor intraoperative urine excreted volume measurement datum,intraoperative urine volume excreted of specimen donor at end of surgery,A specimen donor intraoperative urine excreted volume measurement datum obtained at the end of surgery.
http://purl.obolibrary.org/obo/OBIB_0000173,left kidney biopsy,http://purl.obolibrary.org/obo/OBI_0002650,biopsy,Kidney biopsy (left),A biopsy of the left kidney.
http://purl.obolibrary.org/obo/OBIB_0000174,right kidney biopsy,http://purl.obolibrary.org/obo/OBI_0002650,biopsy,Kidney biopsy (right),A biopsy of the right kidney.
http://purl.obolibrary.org/obo/OBIB_0000175,left kidney mass excision,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Kidney mass excision (left),A surgical procedure to remove a mass (growth or tumor) in the left kidney.
http://purl.obolibrary.org/obo/OBIB_0000176,left partial nephrectomy,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Nephrectomy (partial left),A surgical procedure to remove part of the left kidney.
http://purl.obolibrary.org/obo/OBIB_0000177,left radical nephrectomy,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Nephrectomy (radical left),A surgical procedure to remove the entire left kidney.
http://purl.obolibrary.org/obo/OBIB_0000178,left nephroureterectomy,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Nephroureterectomy (left),"A surgical procedure that is minimally invasive to remove a patient's left renal pelvis, kidney, ureter, and bladder cuff."
http://purl.obolibrary.org/obo/OBIB_0000179,right kidney mass excision,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Kidney mass excision (right),A surgical procedure to remove a mass (growth or tumor) in the right kidney.
http://purl.obolibrary.org/obo/OBIB_0000180,right partial nephrectomy,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Nephrectomy (partial right),A surgical procedure to remove part of the right kidney.
http://purl.obolibrary.org/obo/OBIB_0000181,right radical nephrectomy,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Nephrectomy (radical right),A surgical procedure to remove the entire right kidney.
http://purl.obolibrary.org/obo/OBIB_0000182,right nephroureterectomy,http://purl.obolibrary.org/obo/OMIABIS_0001041,surgical procedure,Nephroureterectomy (right),"A surgical procedure that is minimally invasive to remove a patient's right renal pelvis, kidney, ureter, and bladder cuff."
http://purl.obolibrary.org/obo/OBIB_0000183,open surgical method,http://purl.obolibrary.org/obo/OBIB_0000165,surgical method,open surgery,A surgical method in which an incision is made using a scalpel. Open surgery is the traditional type of surgery.
http://purl.obolibrary.org/obo/OBIB_0000210,obsolete_fine needle biopsy,http://www.geneontology.org/formats/oboInOwl#ObsoleteClass,Obsolete Class,needle biopsy,"A biopsy that uses a thin, hollow needle to draw cells from a body."
http://purl.obolibrary.org/obo/OBIB_0000211,obsolete_core needle biopsy,http://www.geneontology.org/formats/oboInOwl#ObsoleteClass,Obsolete Class,core biopsy,A biopsy that uses a hollow tube that allows extracting a core of tissue for testing. This type of needle biopsy uses a wider needle than does fine-needle aspiration.
http://purl.obolibrary.org/obo/OBIB_0000212,PAXgene fixation reagent,http://purl.obolibrary.org/obo/OBI_0000047,processed material,PAXgene Tissue FIX,"A processed material that is a non-carcinogenic, non-cross-linking mixture of different alcohols, acid and a soluble organic compound that rapidly preserves morphology and all bio-molecules."
http://purl.obolibrary.org/obo/OBIB_0000213,neutral buffered formalin,http://purl.obolibrary.org/obo/OBI_0000047,processed material,buffered formalin,"A processed material that is a mixture of formalin (formaldehyde), phosphates, and water used as a standard fixative for diagnostic preparations."
http://purl.obolibrary.org/obo/OBIB_0000214,buffer formula for specimen fixative,http://purl.obolibrary.org/obo/OBI_0000272,protocol,Fixative formula (buffer),A protocol specifying the buffer formula of the fixative in which tissue specimens are processed.
http://purl.obolibrary.org/obo/OBIB_0000217,commercial manufacturer,http://purl.obolibrary.org/obo/OBI_0000835,manufacturer,commercial source,A manufacturer that produces materials to be sold for profit.
http://purl.obolibrary.org/obo/OBIB_0000218,in-house manufacturer,http://purl.obolibrary.org/obo/OBI_0000835,manufacturer,In-house source,A manufacturer that produces materials internally for the internal needs of the organization.
http://purl.obolibrary.org/obo/OBIB_0000219,recycled buffered formalin condition,http://purl.obolibrary.org/obo/OBIB_0000220,buffered formalin condition,recycled formalin,A buffered formalin condition by virtue of the formalin having undergone a recycling process such as fractional distillation by temperature.
http://purl.obolibrary.org/obo/OBIB_0000221,fresh buffered formalin condition,http://purl.obolibrary.org/obo/OBIB_0000220,buffered formalin condition,fresh formalin,A buffered formalin condition by virtue of being newly prepared with formalin that has not been previously used.
http://purl.obolibrary.org/obo/OBIB_0000228,operating room technician,http://purl.obolibrary.org/obo/OMRSE_00000012,health care provider role,surgical technician,"A health care provider role borne by a person whose duties are to prepare operating rooms, set up equipment and surgical tools, and assist doctors and nurses during surgeries as instructed."
http://purl.obolibrary.org/obo/OBIB_0000229,date and time of blood collection,http://purl.obolibrary.org/obo/IAO_0000027,data item,Date and Time Blood Was Drawn,A data item indicating the date and time when a blood specimen was collected.
http://purl.obolibrary.org/obo/OBIB_0000230,pre-operative blood specimen collection,http://purl.obolibrary.org/obo/OBIB_0000231,blood specimen collection,pre-operative blood draw,A blood specimen collection that occurs pre-operatively or pre-anesthesia relative to surgery.
http://purl.obolibrary.org/obo/OBIB_0000231,blood specimen collection,http://purl.obolibrary.org/obo/OBI_0600005,collecting specimen from organism,blood draw,A collecting specimen from organism that results in a blood specimen.
http://purl.obolibrary.org/obo/OBIB_0000233,blood specimen container with EDTA,http://purl.obolibrary.org/obo/OBI_0002088,specimen container,lavender top tube,A specimen container for collecting blood and has ethylenediaminetetraacetic acid (EDTA) as an anticoagulant.
http://purl.obolibrary.org/obo/OBIB_0000237,fresh venous needle blood specimen collection,http://purl.obolibrary.org/obo/OBIB_0000231,blood specimen collection,fresh venous needle stick,A blood specimen collection that is performed with a fresh needle inserted into a vein.
http://purl.obolibrary.org/obo/OBIB_0000250,conical centrifuge tube identifier,http://purl.obolibrary.org/obo/IAO_0020000,identifier,Conical centrifuge Tube code,An identifier that specifically identifies a particular conical centrifuge tube.
http://purl.obolibrary.org/obo/UBERON_0035840,esophagogastric junction muscularis mucosa,http://purl.obolibrary.org/obo/UBERON_0000064,organ part,gastro-esophageal junction muscularis mucosa,"muscularis mucosa from the lowest portion of the esophagus, just proximal to the stomach."
http://purl.obolibrary.org/obo/UBERON_0035944,life-death temporal boundary,http://purl.obolibrary.org/obo/BFO_0000035,process boundary,time of death,A life cycle temporal boundary that marks the end of the life cycle of the organism.
http://purl.obolibrary.org/obo/ICO_0000046,act of authorizing,http://purl.obolibrary.org/obo/OBI_0000011,planned process,permission,"A planned process of making the decision of the competent authorities in form of a letter, document, or verbal or electronic form, that confirms that somebody has permission to do something or be somewhere, e.g. to realize a given project."
http://purl.obolibrary.org/obo/NCIT_C126303,Tubulocystic Renal Cell Carcinoma,http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,Tubulocystic renal cell carcinoma,"A rare, cytologically high grade carcinoma that arises from the renal parenchyma. It is characterized by the presence of prominently dilated cystic spaces in a bland, fibrotic stroma. The lining cells have large irregular nuclei with prominent nucleoli and abundant eosinophilic cytoplasm. Necrosis and mitotic figures are not present. It rarely metastasizes."
http://purl.obolibrary.org/obo/NCIT_C27891,Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions,http://purl.obolibrary.org/obo/DOID_4451,renal carcinoma,tRCC,"A group of renal cell carcinomas characterized by the presence of different translocations involving the chromosome Xp11.2. These translocations result in the creation of gene fusions involving the TFE3 gene. Patients are usually children and young adults. Morphologically, the malignant epithelial cells form papillary patterns."
http://purl.obolibrary.org/obo/NCIT_C40037,"Borderline Ovarian Mucinous Tumor, Intestinal Type",http://purl.obolibrary.org/obo/DOID_6067,ovarian mucinous neoplasm,"Borderline Ovarian Mucinous Tumor, Intestinal Type",A neoplasm of low malignant potential arising from the ovary.  It is characterized by the proliferation of neoplastic mucinous epithelial cells that resemble intestinal epithelial cells.  There is no evidence of stromal invasion.
http://purl.obolibrary.org/obo/NCIT_C40038,"Borderline Ovarian Mucinous Tumor, Endocervical-Like",http://purl.obolibrary.org/obo/DOID_6067,ovarian mucinous neoplasm,"Borderline Ovarian Mucinous Tumor, Endocervical-Like",A neoplasm of low malignant potential arising from the ovary.  It is characterized by the proliferation of neoplastic epithelial cells that resemble endocervical epithelial cells.  There is no evidence of stromal invasion.
http://purl.obolibrary.org/obo/NCIT_C40080,Borderline Ovarian Clear Cell Tumor,http://purl.obolibrary.org/obo/DOID_0050934,ovarian clear cell carcinoma,Borderline Ovarian Clear Cell Tumor,"An epithelial neoplasm with low malignant potential affecting the ovary.  It is characterized by the presence of clear or hobnail cells.  In some cases, the cells may display nuclear atypia and prominent nucleoli.  When such cells are present, they remain confined to the glands.  There is no evidence of stromal invasion."
http://purl.obolibrary.org/obo/NCIT_C40088,Borderline Ovarian Transitional Cell Tumor,http://purl.obolibrary.org/obo/DOID_4000,ovary transitional cell carcinoma,Borderline Ovarian Transitional Cell Tumor,An ovarian epithelial neoplasm that resembles the transitional cell neoplasms found in the urinary tract. It is characterized by the presence of atypia and absence of stromal invasion.
http://purl.obolibrary.org/obo/NCIT_C4509,Ovarian Undifferentiated Carcinoma,http://purl.obolibrary.org/obo/DOID_2394,ovarian cancer,Ovarian Undifferentiated Carcinoma,"An aggressive carcinoma arising from the ovary.  Most patients present with advanced disease.  Microscopically, it is characterized by significant cytologic atypia, increased mitotic activity, and necrosis.  The prognosis is usually poor."
http://purl.obolibrary.org/obo/NCIT_C45502,"Lung Squamous Cell Carcinoma, Papillary Variant",http://purl.obolibrary.org/obo/DOID_3907,lung squamous cell carcinoma,"Lung Squamous Cell Carcinoma, Papillary Variant",A morphologic variant of squamous cell lung carcinoma characterized by the presence of papillary structures.
http://purl.obolibrary.org/obo/NCIT_C45503,"Lung Squamous Cell Carcinoma, Clear Cell Variant",http://purl.obolibrary.org/obo/DOID_3907,lung squamous cell carcinoma,"Lung Squamous Cell Carcinoma, Clear Cell Variant",A morphologic variant of squamous cell lung carcinoma characterized by the presence of clear cells.
http://purl.obolibrary.org/obo/NCIT_C45504,"Lung Squamous Cell Carcinoma, Small Cell Variant",http://purl.obolibrary.org/obo/DOID_3907,lung squamous cell carcinoma,"Lung Squamous Cell Carcinoma, Small Cell Variant",A poorly differentiated morphologic variant of squamous cell lung carcinoma characterized by the presence of small tumor cells with focal squamous differentiation.
